Date,FR001,FR007,FR014,FDR001,FDR007,FDR014,Shibor_O/N,Shibor_1W,Shibor_1M,Shibor_3M,Shibor_6M,Shibor_9M,Shibor_1Y
42443,1.96,2.31,2.5,,,,1.949,2.281,2.659,2.793,2.94,3.014,3.093
42440,1.95,2.3,2.57,,,,1.945,2.282,2.666,2.799,2.949,3.016,3.0955
42439,1.95,2.32,2.52,,,,1.947,2.28,2.678,2.804,2.959,3.02,3.101
42438,1.96,2.31,2.51,,,,1.95,2.292,2.683,2.807,2.972,3.026,3.106
42437,1.95,2.33,2.51,,,,1.95,2.293,2.689,2.814,2.976,3.033,3.112
42436,1.95,2.33,2.55,,,,1.951,2.294,2.696,2.823,2.98,3.044,3.121
42433,1.95,2.3,2.5,,,,1.95,2.295,2.703,2.832,2.989,3.051,3.125
42432,1.95,2.3,2.56,,,,1.957,2.297,2.716,2.84,2.993,3.057,3.134
42431,1.96,2.34,2.66,,,,1.962,2.3,2.738,2.857,2.996,3.068,3.145
42430,1.96,2.4,2.8,,,,1.968,2.308,2.795,2.8835,3.01,3.078,3.1735
42429,1.97,2.4,2.88,,,,2.007,2.335,2.8,2.899,3.022,3.089,3.186
42426,2,2.32,3.16,,,,2.048,2.345,2.785,2.899,3.03,3.097,3.192
42425,2.1,2.3,2.75,,,,2.004,2.321,2.757,2.899,3.0252,3.097,3.197
42424,1.97,2.41,2.53,,,,1.956,2.295,2.759,2.901,3.0255,3.103,3.204
42423,1.94,2.32,2.48,,,,1.933,2.283,2.775,2.927,3.0402,3.11,3.21
42422,1.93,2.31,2.45,,,,1.934,2.286,2.801,2.947,3.056,3.123,3.219
42419,1.92,2.32,2.47,,,,1.938,2.286,2.839,2.967,3.074,3.139,3.234
42418,1.93,2.35,2.54,,,,1.951,2.285,2.884,3.004,3.1,3.155,3.25
42417,1.96,2.37,2.54,,,,1.968,2.297,2.938,3.014,3.1,3.156,3.25
42416,1.966,2.42,2.56,,,,1.974,2.297,2.957,3.029,3.1,3.158,3.25
42415,1.97,2.36,2.49,,,,1.977,2.3,2.979,3.041,3.104,3.163,3.25
42414,1.95,2.27,2.45,,,,1.978,2.313,2.999,3.0495,3.1065,3.1665,3.251
42406,2.26,2.26,2.4,,,,2.281,2.353,3.044,3.058,3.1075,3.169,3.251
42405,1.95,2.36,2.8,,,,1.984,2.448,3.079,3.06,3.108,3.1742,3.25
42404,1.98,2.44,3,,,,1.983,2.455,3.089,3.061,3.109,3.177,3.253
42403,1.97,2.39,3.1,,,,1.983,2.453,3.095,3.071,3.113,3.178,3.262
42402,1.98,2.42,3.05,,,,1.984,2.455,3.101,3.081,3.1195,3.184,3.265
42401,1.97,2.42,2.95,,,,1.987,2.444,3.127,3.082,3.1188,3.184,3.265
42398,1.97,2.3,2.85,,,,1.989,2.33,3.168,3.103,3.1225,3.1836,3.265
42397,1.98,2.4,2.95,,,,1.992,2.362,3.134,3.107,3.1205,3.1806,3.265
42396,2,2.4,2.95,,,,1.995,2.359,3.092,3.104,3.121,3.181,3.265
42395,1.98,2.45,3,,,,1.997,2.363,3.057,3.073,3.1235,3.1842,3.2682
42394,1.97,2.38,2.91,,,,2.009,2.376,3.019,3.0415,3.118,3.18,3.259
42391,2.05,2.48,3.7,,,,2.028,2.4,2.99,3.031,3.113,3.178,3.256
42390,2,2.5,3.8,,,,2.014,2.405,2.918,2.986,3.103,3.174,3.253
42389,2.02,2.45,3.2,,,,1.983,2.341,2.874,2.9705,3.104,3.172,3.253
42388,1.96,2.44,2.8,,,,1.959,2.316,2.881,2.976,3.105,3.174,3.25
42387,1.94,2.35,2.61,,,,1.954,2.308,2.886,2.985,3.118,3.188,3.2705
42384,1.95,2.4,2.65,,,,1.956,2.303,2.899,3.008,3.136,3.211,3.295
42383,1.95,2.4,2.68,,,,1.95,2.3,2.931,3.027,3.152,3.232,3.318
42382,1.94,2.39,2.7,,,,1.95,2.3,2.967,3.041,3.163,3.24,3.3345
42381,1.94,2.36,2.7,,,,1.951,2.3,2.998,3.053,3.172,3.246,3.34
42380,1.95,2.4,2.75,,,,1.951,2.303,2.998,3.0585,3.1783,3.248,3.344
42377,1.95,2.35,2.85,,,,1.958,2.308,2.999,3.067,3.1856,3.249,3.345
42376,1.97,2.4,2.9,,,,1.966,2.313,2.9995,3.0746,3.191,3.25,3.346
42375,1.98,2.5,2.85,,,,1.98,2.322,3,3.082,3.194,3.25,3.347
42374,2.03,2.45,3.07,,,,1.998,2.33,3.001,3.086,3.2,3.25,3.35
42373,2,2.4,2.9,,,,1.995,2.335,3.001,3.086,3.2,3.25,3.35
42369,2.1,2.4,2.9,,,,1.991,2.355,3.002,3.0852,3.2,3.25,3.35
42368,1.92,2.5,3.1,,,,1.935,2.352,3.004,3.0882,3.2,3.25,3.35
42367,1.92,2.5,3.5,,,,1.935,2.352,3.005,3.0882,3.2,3.25,3.35
42366,1.92,2.4,3.6,,,,1.939,2.354,3.0065,3.0878,3.2,3.25,3.35
42363,1.92,2.35,3.3,,,,1.934,2.355,3.004,3.0825,3.2,3.25,3.35
42362,1.92,2.35,2.97,,,,1.924,2.348,3,3.0774,3.2,3.25,3.35
42361,1.9,2.4,2.93,,,,1.903,2.348,2.987,3.0735,3.2,3.25,3.35
42360,1.88,2.41,2.82,,,,1.875,2.342,2.944,3.0611,3.2,3.25,3.35
42359,1.84,2.49,2.74,,,,1.843,2.334,2.891,3.0551,3.2,3.25,3.3503
42356,1.82,2.45,2.76,,,,1.816,2.318,2.822,3.0501,3.2,3.25,3.35
42355,1.78,2.43,2.68,,,,1.793,2.299,2.762,3.0481,3.2,3.25,3.35
42354,1.78,2.4,2.6,,,,1.79,2.301,2.742,3.0475,3.2,3.25,3.35
42353,1.78,2.41,2.63,,,,1.788,2.299,2.721,3.051,3.2,3.25,3.35
42352,1.78,2.4,2.61,,,,1.788,2.303,2.7,3.0461,3.2,3.25,3.35
42349,1.78,2.37,2.62,,,,1.788,2.302,2.701,3.051,3.2,3.25,3.35
42348,1.78,2.4,2.69,,,,1.789,2.297,2.701,3.046,3.2,3.25,3.35
42347,1.78,2.35,2.68,,,,1.789,2.294,2.7,3.047,3.2,3.25,3.35
42346,1.78,2.36,2.67,,,,1.786,2.292,2.7,3.051,3.2,3.25,3.35
42345,1.77,2.35,2.63,,,,1.784,2.291,2.7,3.048,3.2,3.25,3.35
42342,1.78,2.36,2.64,,,,1.787,2.293,2.7,3.043,3.2,3.25,3.35
42341,1.78,2.35,2.62,,,,1.787,2.292,2.7,3.043,3.2,3.25,3.35
42340,1.77,2.38,2.8,,,,1.786,2.293,2.7,3.042,3.2,3.25,3.35
42339,1.77,2.38,2.67,,,,1.788,2.294,2.7,3.047,3.2,3.25,3.35
42338,1.77,2.32,2.62,,,,1.788,2.299,2.7,3.05,3.2,3.25,3.35
42335,1.77,2.37,2.78,,,,1.786,2.293,2.7,3.05,3.2,3.25,3.35
42334,1.78,2.38,2.7,,,,1.785,2.289,2.7,3.05,3.2,3.25,3.3503
42333,1.78,2.33,2.65,,,,1.785,2.286,2.7,3.05,3.2,3.25,3.35
42332,1.77,2.3,2.7,,,,1.785,2.285,2.7,3.05,3.2,3.25,3.3503
42331,1.77,2.3,2.76,,,,1.785,2.283,2.701,3.046,3.2,3.25,3.3503
42328,1.78,2.29,2.7,,,,1.784,2.282,2.7,3.044,3.198,3.25,3.35
42327,1.78,2.32,2.62,,,,1.785,2.28,2.698,3.044,3.197,3.25,3.35
42326,1.78,2.3,2.75,,,,1.781,2.279,2.695,3.0441,3.198,3.25,3.35
42325,1.78,2.33,2.65,,,,1.782,2.278,2.692,3.04,3.198,3.25,3.35
42324,1.76,2.3,2.6,,,,1.784,2.279,2.697,3.038,3.2,3.25,3.3508
42321,1.77,2.3,2.64,,,,1.786,2.278,2.697,3.034,3.2,3.25,3.3508
42320,1.77,2.32,2.62,,,,1.784,2.279,2.7,3.034,3.2,3.25,3.35
42319,1.77,2.3,2.61,,,,1.782,2.279,2.705,3.034,3.2,3.25,3.35
42318,1.76,2.31,2.61,,,,1.783,2.28,2.706,3.034,3.199,3.25,3.351
42317,1.76,2.3,2.62,,,,1.786,2.285,2.711,3.033,3.198,3.25,3.35
42314,1.76,2.32,2.61,,,,1.787,2.285,2.719,3.0355,3.2,3.253,3.35
42313,1.76,2.31,2.64,,,,1.787,2.288,2.733,3.0405,3.205,3.257,3.35
42312,1.76,2.35,2.6,,,,1.79,2.293,2.737,3.0415,3.213,3.262,3.351
42311,1.76,2.35,2.63,,,,1.792,2.29,2.747,3.0425,3.217,3.265,3.354
42310,1.76,2.33,2.63,,,,1.793,2.291,2.755,3.042,3.222,3.271,3.355
42307,1.76,2.34,2.62,,,,1.798,2.291,2.7645,3.036,3.2265,3.28,3.3575
42306,1.76,2.34,2.63,,,,1.798,2.291,2.786,3.036,3.238,3.293,3.364
42305,1.76,2.3,2.63,,,,1.796,2.292,2.796,3.038,3.249,3.304,3.371
42304,1.76,2.28,2.65,,,,1.8,2.297,2.824,3.047,3.272,3.318,3.384
42303,1.81,2.37,2.69,,,,1.84,2.338,2.888,3.084,3.298,3.328,3.392
42300,1.89,2.4,2.77,,,,1.909,2.401,3.023,3.144,3.351,3.361,3.418
42299,1.88,2.39,2.7,,,,1.904,2.396,3.03,3.157,3.351,3.361,3.418
42298,1.88,2.39,2.73,,,,1.905,2.394,3.034,3.169,3.351,3.361,3.419
42297,1.9,2.4,2.75,,,,1.903,2.394,3.049,3.175,3.351,3.361,3.418
42296,1.88,2.4,2.7,,,,1.902,2.395,3.057,3.1783,3.35,3.361,3.416
42293,1.88,2.4,2.72,,,,1.899,2.394,3.066,3.1826,3.346,3.36,3.415
42292,1.88,2.41,2.7,,,,1.901,2.397,3.074,3.1846,3.3525,3.361,3.415
42291,1.88,2.43,2.7,,,,1.9,2.397,3.087,3.186,3.353,3.361,3.414
42290,1.88,2.4,2.73,,,,1.9,2.397,3.09,3.1825,3.3481,3.361,3.413
42289,1.88,2.37,2.71,,,,1.902,2.397,3.094,3.173,3.3526,3.3627,3.414
42287,1.88,2.36,2.7,,,,1.904,2.401,3.095,3.1656,3.3509,3.3645,3.414
42286,1.87,2.42,2.73,,,,1.906,2.4,3.095,3.1585,3.3458,3.3587,3.414
42285,1.87,2.37,2.71,,,,1.909,2.4,3.092,3.1515,3.3408,3.3517,3.414
42277,1.98,2.36,2.82,,,,1.989,2.408,3.091,3.153,3.341,3.3517,3.413
42276,1.89,2.51,2.75,,,,1.907,2.419,3.091,3.153,3.3436,3.3517,3.413
42275,1.89,2.35,2.75,,,,1.91,2.431,3.088,3.152,3.3398,3.3515,3.413
42272,1.88,2.37,2.74,,,,1.907,2.447,3.087,3.153,3.3418,3.3492,3.413
42271,1.88,2.45,2.73,,,,1.909,2.48,3.094,3.1518,3.3405,3.346,3.413
42270,1.88,2.34,2.71,,,,1.908,2.401,3.086,3.1468,3.336,3.3436,3.413
42269,1.88,2.37,2.7,,,,1.908,2.397,3.075,3.1448,3.332,3.341,3.413
42268,1.88,2.36,2.63,,,,1.901,2.391,3.071,3.141,3.327,3.336,3.413
42265,1.88,2.4,2.62,,,,1.9,2.39,3.053,3.1355,3.3257,3.3346,3.413
42264,1.87,2.37,2.53,,,,1.899,2.391,3.037,3.1268,3.3242,3.3335,3.413
42263,1.88,2.39,2.54,,,,1.9,2.391,3.018,3.116,3.324,3.3335,3.413
42262,1.88,2.37,2.56,,,,1.899,2.392,3.005,3.113,3.319,3.3305,3.412
42261,1.87,2.36,2.57,,,,1.899,2.394,3.003,3.106,3.3105,3.325,3.411
42258,1.87,2.35,2.67,,,,1.9001,2.403,3.005,3.097,3.311,3.3235,3.411
42257,1.87,2.43,2.64,,,,1.899,2.4,3.008,3.093,3.302,3.318,3.41
42256,1.86,2.38,2.57,,,,1.896,2.398,3.01,3.092,3.301,3.3146,3.4143
42255,1.87,2.41,2.6,,,,1.897,2.402,3.018,3.095,3.288,3.3112,3.409
42254,1.88,2.4,2.63,,,,1.904,2.41,3.04,3.099,3.2739,3.3072,3.401
42253,1.86,2.37,2.92,,,,1.901,2.41,3.05,3.104,3.2738,3.3052,3.401
42249,2.02,2.48,2.96,,,,2.031,2.421,3.052,3.1026,3.2715,3.304,3.401
42248,1.8,2.4,2.94,,,,1.821,2.41,3.052,3.1026,3.271,3.3018,3.404
42247,1.77,2.42,2.97,,,,1.801,2.398,3.034,3.1,3.2645,3.2935,3.401
42244,1.75,2.38,2.96,,,,1.774,2.392,2.999,3.098,3.2595,3.2895,3.4
42243,1.72,2.33,3,,,,1.759,2.398,2.958,3.096,3.259,3.2865,3.4
42242,1.74,2.39,2.9,,,,1.786,2.429,2.951,3.0975,3.2575,3.2825,3.4
42241,1.85,2.56,2.8,,,,1.879,2.593,2.858,3.091,3.243,3.2865,3.4
42240,1.84,2.53,2.68,,,,1.866,2.597,2.81,3.09,3.233,3.283,3.4
42237,1.82,2.56,2.72,,,,1.847,2.599,2.789,3.09,3.2235,3.275,3.3987
42236,1.81,2.59,2.7,,,,1.83,2.586,2.759,3.093,3.2135,3.2735,3.3957
42235,1.77,2.52,2.66,,,,1.788,2.546,2.707,3.094,3.207,3.2655,3.3947
42234,1.73,2.49,2.58,,,,1.745,2.531,2.699,3.093,3.2037,3.2642,3.3945
42233,1.68,2.48,2.56,,,,1.701,2.517,2.691,3.091,3.2052,3.26,3.3925
42230,1.65,2.48,2.6,,,,1.667,2.495,2.671,3.097,3.2003,3.26,3.3925
42229,1.62,2.45,2.53,,,,1.641,2.481,2.646,3.101,3.2003,3.26,3.3925
42228,1.59,2.44,2.51,,,,1.614,2.472,2.646,3.1125,3.2003,3.26,3.3925
42227,1.57,2.4,2.53,,,,1.586,2.463,2.668,3.118,3.2006,3.26,3.3935
42226,1.55,2.42,2.52,,,,1.557,2.455,2.711,3.1223,3.201,3.26,3.3935
42223,1.53,2.44,2.53,,,,1.529,2.453,2.754,3.127,3.2042,3.26,3.3935
42222,1.5,2.3,2.63,,,,1.517,2.449,2.799,3.137,3.199,3.26,3.3935
42221,1.49,2.41,2.64,,,,1.508,2.471,2.844,3.143,3.1927,3.26,3.3934
42220,1.48,2.43,2.64,,,,1.497,2.483,2.904,3.15,3.1845,3.26,3.3924
42219,1.47,2.45,2.66,,,,1.488,2.495,2.971,3.153,3.1807,3.26,3.3924
42216,1.46,2.47,2.69,,,,1.47,2.509,2.988,3.1575,3.1758,3.26,3.3924
42215,1.44,2.48,2.69,,,,1.448,2.502,3.008,3.1605,3.1768,3.26,3.3924
42214,1.42,2.46,2.7,,,,1.427,2.514,3.013,3.1635,3.1767,3.26,3.3923
42213,1.38,2.44,2.82,,,,1.388,2.552,3.03,3.1638,3.1753,3.2601,3.3924
42212,1.37,2.52,2.89,,,,1.374,2.559,3.037,3.1645,3.1708,3.26,3.3923
42209,1.33,2.53,2.9,,,,1.337,2.559,3.012,3.1635,3.1656,3.26,3.3922
42208,1.31,2.56,2.9,,,,1.332,2.54,3.02,3.16,3.1647,3.2601,3.3912
42207,1.3,2.5,2.9,,,,1.323,2.478,3.018,3.1563,3.1642,3.2601,3.3912
42206,1.29,2.45,2.89,,,,1.304,2.458,3.017,3.1512,3.1611,3.2601,3.3912
42205,1.27,2.4,2.88,,,,1.29,2.449,3.0322,3.1505,3.1601,3.26,3.3912
42202,1.45,2.53,2.98,,,,1.282,2.464,3.051,3.152,3.1601,3.26,3.3912
42201,1.35,2.5,3,,,,1.263,2.481,3.053,3.155,3.1601,3.26,3.3912
42200,1.4,2.5,3,,,,1.245,2.55,3.0785,3.1598,3.1601,3.2601,3.3911
42199,1.41,2.55,2.97,,,,1.238,2.556,3.102,3.1642,3.1601,3.26,3.3901
42198,1.4,2.58,2.91,,,,1.224,2.553,3.109,3.1709,3.1601,3.2601,3.3897
42195,1.38,2.58,2.82,,,,1.21,2.575,3.125,3.177,3.1602,3.2603,3.3868
42194,1.32,2.57,2.9,,,,1.198,2.578,3.14,3.182,3.1615,3.2614,3.3867
42193,1.35,2.61,3.1,,,,1.187,2.589,3.155,3.186,3.1635,3.2625,3.3858
42192,1.26,2.6,2.98,,,,1.176,2.61,3.181,3.192,3.1638,3.2638,3.386
42191,1.23,2.78,3.16,,,,1.167,2.661,3.215,3.203,3.166,3.266,3.387
42188,1.3,2.9,3.32,,,,1.159,2.802,3.274,3.202,3.1681,3.2686,3.387
42187,1.24,2.87,3.3,,,,1.1608,2.712,3.314,3.212,3.1696,3.272,3.387
42186,1.3,2.75,3.45,,,,1.163,2.602,3.373,3.213,3.174,3.2755,3.3865
42185,1.234,2.56,3.25,,,,1.257,2.652,3.521,3.233,3.18,3.281,3.392
42184,1.4,2.75,3.35,,,,1.34,2.84,3.58,3.248,3.184,3.283,3.392
42181,1.45,3,3.62,,,,1.357,2.921,3.634,3.277,3.199,3.299,3.4
42180,1.43,3.02,4,,,,1.357,2.884,3.571,3.25,3.199,3.2988,3.4
42179,1.51,2.87,3.66,,,,1.338,2.808,3.446,3.211,3.197,3.2978,3.4
42178,1.47,2.86,3.5,,,,1.295,2.675,3.361,3.173,3.193,3.2967,3.4
42174,1.5,2.73,3.38,,,,1.267,2.674,3.359,3.105,3.1896,3.2957,3.4
42173,1.4,2.7,3.06,,,,1.202,2.478,3.308,3.054,3.1853,3.2956,3.4
42172,1.33,2.41,2.89,,,,1.151,2.238,3.108,2.999,3.1823,3.2958,3.4
42171,1.21,2.3,2.76,,,,1.131,2.143,3.099,2.981,3.1823,3.297,3.4
42170,1.17,2.2402,2.71,,,,1.121,2.11,3.098,2.96,3.1815,3.297,3.4
42167,1.19,2.22,2.76,,,,1.104,2.085,3.057,2.921,3.184,3.3,3.4
42166,1.14,2.1,2.55,,,,1.09,2.063,2.84,2.909,3.186,3.306,3.4
42165,1.17,2.12,2.41,,,,1.083,2.052,2.767,2.902,3.19,3.318,3.4
42164,1.17,2.08,2.4,,,,1.071,2.049,2.647,2.902,3.197,3.331,3.4
42163,1.14,2.06,2.4,,,,1.061,2.043,2.548,2.887,3.197,3.334,3.4
42160,1.2,2.06,2.45,,,,1.051,2.07,2.365,2.885,3.197,3.338,3.4
42159,1.15,2.23,2.64,,,,1.047,2.122,2.354,2.8825,3.1953,3.337,3.402
42158,1.21,2.22,2.9,,,,1.039,2.057,2.326,2.871,3.191,3.337,3.408
42157,1.12,2.25,2.62,,,,1.034,1.977,2.296,2.862,3.189,3.347,3.4175
42156,1.1,2.01,2.38,,,,1.027,1.963,2.29,2.8565,3.197,3.356,3.43
42153,1.15,2.08,2.4,,,,1.039,1.972,2.276,2.864,3.211,3.376,3.444
42152,1.11,2.03,2.27,,,,1.043,1.952,2.271,2.865,3.232,3.402,3.463
42151,1.18,2,2.3,,,,1.04,1.967,2.273,2.869,3.277,3.453,3.511
42150,1.13,1.97,2.27,,,,1.04,1.9688,2.268,2.881,3.344,3.538,3.574
42149,1.13,2.0058,2.17,,,,1.039,1.968,2.302,2.903,3.445,3.681,3.692
42146,1.17,2.01,2.2,,,,1.037,1.966,2.389,2.959,3.561,3.8625,3.866
42145,1.21,1.99,2.4,,,,1.033,1.944,2.457,3.014,3.595,3.9,3.948
42144,1.18,1.98,2.33,,,,1.032,1.932,2.514,3.071,3.648,3.939,4.024
42143,1.16,1.91,2.42,,,,1.033,1.925,2.57,3.156,3.7,3.979,4.115
42142,1.08,2,2.37,,,,1.052,1.92,2.664,3.2,3.772,4.022,4.171
42139,1.16,1.92,2.37,,,,1.078,1.962,2.802,3.323,3.875,4.097,4.241
42138,1.28,2,2.48,,,,1.182,2.056,2.957,3.482,3.962,4.1805,4.3115
42137,1.31,2.09,2.6,,,,1.247,2.149,3.042,3.634,4.046,4.2553,4.3845
42136,1.36,2.16,2.65,,,,1.29,2.197,3.083,3.681,4.09,4.292,4.415
42135,1.42,2.35,2.65,,,,1.345,2.245,3.12,3.735,4.125,4.335,4.453
42132,1.51,2.37,2.8,,,,1.443,2.334,3.211,3.7985,4.1831,4.396,4.5
42131,1.6,2.4,2.96,,,,1.489,2.355,3.241,3.823,4.212,4.4198,4.515
42130,1.65,2.5,3.1,,,,1.523,2.369,3.267,3.846,4.23,4.4378,4.533
42129,1.65,2.52,3,,,,1.564,2.368,3.302,3.8815,4.2565,4.4567,4.5455
42128,1.63,2.43,3,,,,1.619,2.39,3.38,3.923,4.294,4.477,4.5628
42124,1.72,2.45,3.06,,,,1.69,2.43,3.465,3.97,4.324,4.4905,4.5816
42123,1.77,2.51,3.15,,,,1.739,2.439,3.5295,4.035,4.3553,4.5102,4.5965
42122,1.8,2.48,3.1,,,,1.759,2.438,3.5982,4.08,4.4035,4.53,4.6075
42121,1.85,2.47,3.1,,,,1.806,2.451,3.6705,4.161,4.4676,4.5595,4.6278
42118,1.89,2.6,3.09,,,,1.851,2.488,3.768,4.2641,4.5085,4.5895,4.643
42117,1.97,2.57,3.27,,,,1.908,2.527,3.842,4.3431,4.539,4.604,4.6688
42116,1.99,2.61,3.2,,,,1.949,2.567,3.908,4.4161,4.596,4.6298,4.6935
42115,2.07,2.64,3.2,,,,2.002,2.62,4.015,4.4845,4.6461,4.6667,4.7265
42114,2.1,2.81,3.26,,,,2.087,2.732,4.146,4.6133,4.6978,4.7094,4.7553
42111,2.35,2.93,3.43,,,,2.268,2.873,4.314,4.703,4.7485,4.7456,4.7758
42110,2.38,3.03,3.4,,,,2.298,2.884,4.346,4.72,4.7585,4.7467,4.7753
42109,2.46,3,3.39,,,,2.307,2.88,4.384,4.7365,4.769,4.7474,4.7773
42108,2.44,3,3.42,,,,2.372,2.92,4.442,4.7535,4.77,4.7467,4.7773
42107,2.45,2.96,3.39,,,,2.405,2.949,4.4983,4.7667,4.7733,4.7467,4.7774
42104,2.5,3,3.45,,,,2.489,2.97,4.5582,4.7821,4.7755,4.7468,4.7785
